name,price,bedroom_count,bathroom_count,price_per_m2,type,land_area,building_area,interior,floor_count,parking_spaces,construction_date,listing_date,latitude,longitude,map_link,developer,url_link
"Dijual BU CEPAT Rumah Mewah Cluster La seine , Jakarta Garden City (006)",3100000000,4,3,22.794.118,Rumah Dijual,200,136,Sebagian,,1,,2022-07-09,-6.160812,106.966313,"https://maps.google.com/maps?ll=-6.160812,106.966313&z=16&t=m&hl=en-US&gl=US&mapclient=apiv3",,https://www.rumah.com/listing-properti/dijual-dijual-bu-cepat-rumah-mewah-cluster-la-seine-jakarta-garden-city-006-oleh-lastri-20289919
Rumah besar siap huni lokasi bagus di lantana jakarta garden city/jgc,3300000000,5,4,16.666.667,Rumah Dijual,210,198,Sebagian,,1,,2022-07-05,,,,,https://www.rumah.com/listing-properti/dijual-rumah-besar-siap-huni-lokasi-bagus-di-lantana-jakarta-garden-city-jgc-oleh-lusia-ester-16513872
Dijual Rumah Murah Siap Tinggal di Cluster Palm Spring Jakarta Garden City Cakung,5500000000,4,4,22.916.667,Rumah Dijual,235,240,Sebagian,,2,,2022-07-05,-6.177124,106.957096,"https://maps.google.com/maps?ll=-6.177124,106.957096&z=16&t=m&hl=en-US&gl=US&mapclient=apiv3",,https://www.rumah.com/listing-properti/dijual-dijual-rumah-murah-siap-tinggal-di-cluster-palm-spring-jakarta-garden-city-cakung-oleh-lastri-19669723
"Cluster Palm Spring, Jakarta Garden City, Rumah Mewah Dijual Cepat",5000000000,4,4,20.833.333,Rumah Dijual,235,240,Lengkap,,2,,2022-07-05,-6.180687,106.954063,"https://maps.google.com/maps?ll=-6.180687,106.954063&z=16&t=m&hl=en-US&gl=US&mapclient=apiv3",,https://www.rumah.com/listing-properti/dijual-cluster-palm-spring-jakarta-garden-city-rumah-mewah-dijual-cepat-oleh-lastri-19872567
"Dijual BU Rumah Siap Huni, Cluster South Thames, Jakarta Garden City (029)",1650000000,3,3,18.333.333,Rumah Dijual,75,90,Tak Berperabot,,2,,2022-07-04,-6.167687,106.968063,"https://maps.google.com/maps?ll=-6.167687,106.968063&z=16&t=m&hl=en-US&gl=US&mapclient=apiv3",,https://www.rumah.com/listing-properti/dijual-dijual-bu-rumah-siap-huni-cluster-south-thames-jakarta-garden-city-029-oleh-lastri-20262542
"Dijual Murah Rumah Cantik Cluster Wisteria Basilia, Ujung Menteng Cakung",2200000000,3,2,26.190.476,Rumah Dijual,79,84,Tak Berperabot,,2,,2022-07-03,-6.178626,106.953344,"https://maps.google.com/maps?ll=-6.178626,106.953344&z=16&t=m&hl=en-US&gl=US&mapclient=apiv3",,https://www.rumah.com/listing-properti/dijual-dijual-murah-rumah-cantik-cluster-wisteria-basilia-ujung-menteng-cakung-oleh-lastry-19779416
Rumah Dijual Murah di Cluster Shinano Jakarta Garden City,1650000000,3,2,18.333.333,Rumah Dijual,68,90,Tak Berperabot,,2,,2022-07-03,-6.172188,106.952221,"https://maps.google.com/maps?ll=-6.172188,106.952221&z=16&t=m&hl=en-US&gl=US&mapclient=apiv3",,https://www.rumah.com/listing-properti/dijual-rumah-dijual-murah-di-cluster-shinano-jakarta-garden-city-oleh-lastry-17561419
Rumah Dijual cepat dekat Aeon Mall dan IKEA Cluster Cassia Di JGC,2700000000,3,4,18.243.243,Rumah Dijual,180,148,Sebagian,,2,,2022-07-03,-6.177062,106.958563,"https://maps.google.com/maps?ll=-6.177062,106.958563&z=16&t=m&hl=en-US&gl=US&mapclient=apiv3",,https://www.rumah.com/listing-properti/dijual-rumah-dijual-cepat-dekat-aeon-mall-dan-ikea-cluster-cassia-di-jgc-oleh-lastry-19767703
"Dijual BU CEPAT Rumah Cluster Cassia, Jakarta Garden City",2600000000,3,3,17.567.568,Rumah Dijual,156,148,Tak Berperabot,,2,,2022-07-03,-6.176937,106.958438,"https://maps.google.com/maps?ll=-6.176937,106.958438&z=16&t=m&hl=en-US&gl=US&mapclient=apiv3",,https://www.rumah.com/listing-properti/dijual-dijual-bu-cepat-rumah-cluster-cassia-jakarta-garden-city-oleh-lastry-20097454
Rumah dijual cepat semi furnish jakarta garden city,2300000000,4,4,18.548.387,Rumah Dijual,135,124,Lengkap,,2,,2022-07-03,-6.178626,106.953344,"https://maps.google.com/maps?ll=-6.178626,106.953344&z=16&t=m&hl=en-US&gl=US&mapclient=apiv3",,https://www.rumah.com/listing-properti/dijual-rumah-dijual-cepat-semi-furnish-jakarta-garden-city-oleh-lastri-19669322
Rumah Dijual siap huni di Cluster Alamanda JGC,4000000000,4,4,19.047.619,Rumah Dijual,150,210,Sebagian,,2,,2022-07-03,-6.178626,106.953344,"https://maps.google.com/maps?ll=-6.178626,106.953344&z=16&t=m&hl=en-US&gl=US&mapclient=apiv3",,https://www.rumah.com/listing-properti/dijual-rumah-dijual-siap-huni-di-cluster-alamanda-jgc-oleh-lastri-19669329
Rumah Dijual cepat di Jakarta Garden City Cluster Yarra,1500000000,4,2,16.666.667,Rumah Dijual,50,90,Tak Berperabot,,2,,2022-07-03,,,,,https://www.rumah.com/listing-properti/dijual-rumah-dijual-cepat-di-jakarta-garden-city-cluster-yarra-oleh-lastry-19097162
"Rumah Dijual ada sky Balcony dan Attic Room , wisteria Keppel Land",2200000000,3,2,26.190.476,Rumah Dijual,79,84,Tak Berperabot,,2,,2022-07-03,-6.178626,106.953344,"https://maps.google.com/maps?ll=-6.178626,106.953344&z=16&t=m&hl=en-US&gl=US&mapclient=apiv3",,https://www.rumah.com/listing-properti/dijual-rumah-dijual-ada-sky-balcony-dan-attic-room-wisteria-keppel-land-oleh-lastry-18254959
Rumah Dijual cepat cluster La Seine Jakarta Garden City,1750000000,4,3,17.156.863,Rumah Dijual,76,102,Tak Berperabot,,2,,2022-07-03,-6.177213,106.956994,"https://maps.google.com/maps?ll=-6.177213,106.956994&z=16&t=m&hl=en-US&gl=US&mapclient=apiv3",,https://www.rumah.com/listing-properti/dijual-rumah-dijual-cepat-cluster-la-seine-jakarta-garden-city-oleh-lastri-16818493
Thames luas tanah 102 siap huni harga bagus di Jakarta Garden City/JGC,1700000000,4,3,16.666.667,Rumah Dijual,75,102,Tak Berperabot,,2,,2022-07-03,,,,,https://www.rumah.com/listing-properti/dijual-thames-luas-tanah-102-siap-huni-harga-bagus-di-jakarta-garden-city-jgc-oleh-lusia-ester-16035065
Rumah bagus full renov semi furnish di Jakarta Garden City,2750000000,4,4,22.916.667,Rumah Dijual,180,120,Sebagian,,2,,2022-06-26,,,,,https://www.rumah.com/listing-properti/dijual-rumah-bagus-full-renov-semi-furnish-di-jakarta-garden-city-oleh-lusia-ester-19605993
Dijual cepat rumah lebar 7 hadap Timur siap huni di Shinano Jakarta Garden City,2900000000,5,4,24.369.748,Rumah Dijual,168,119,Sebagian,,2,,2022-06-26,,,,,https://www.rumah.com/listing-properti/dijual-dijual-cepat-rumah-lebar-7-hadap-timur-siap-huni-di-shinano-jakarta-garden-city-oleh-lusia-ester-19541254
Thames bagus dan mulus lebar 10 di Jakarta Garden City/JGC,3000000000,5,4,17.647.059,Rumah Dijual,127,170,Tak Berperabot,,2,,2022-06-26,-6.178626,106.953344,"https://maps.google.com/maps?ll=-6.178626,106.953344&z=16&t=m&hl=en-US&gl=US&mapclient=apiv3",,https://www.rumah.com/listing-properti/dijual-thames-bagus-dan-mulus-lebar-10-di-jakarta-garden-city-jgc-oleh-lusia-ester-15972207
Dijual Rumah Murah di Cluster Shinano Jakarta Garden City,1650000000,3,2,18.333.333,Rumah Dijual,63,90,Tak Berperabot,,2,,2022-06-26,-6.178626,106.953344,"https://maps.google.com/maps?ll=-6.178626,106.953344&z=16&t=m&hl=en-US&gl=US&mapclient=apiv3",,https://www.rumah.com/listing-properti/dijual-dijual-rumah-murah-di-cluster-shinano-jakarta-garden-city-oleh-lastri-19669551
Rumah dijual cluster misisipi siap huni Jakarta Garden City,1850000000,4,3,20.555.556,Rumah Dijual,75,90,Tak Berperabot,,2,,2022-06-26,-6.17264,106.961362,"https://maps.google.com/maps?ll=-6.17264,106.961362&z=16&t=m&hl=en-US&gl=US&mapclient=apiv3",,https://www.rumah.com/listing-properti/dijual-rumah-dijual-cluster-misisipi-siap-huni-jakarta-garden-city-oleh-lastri-15895188
Rumah dijual cepat cluster Missisipi jakarta Garden City,1850000000,4,3,20.555.556,Rumah Dijual,75,90,Tak Berperabot,,2,,2022-06-26,-6.178626,106.953344,"https://maps.google.com/maps?ll=-6.178626,106.953344&z=16&t=m&hl=en-US&gl=US&mapclient=apiv3",,https://www.rumah.com/listing-properti/dijual-rumah-dijual-cepat-cluster-missisipi-jakarta-garden-city-oleh-lastri-19670124
Dijual Rumah Cantik Cluster Cassia Di JGC,2700000000,3,3,18.243.243,Rumah Dijual,180,148,Tak Berperabot,,1,,2022-06-26,-6.178626,106.953344,"https://maps.google.com/maps?ll=-6.178626,106.953344&z=16&t=m&hl=en-US&gl=US&mapclient=apiv3",,https://www.rumah.com/listing-properti/dijual-dijual-rumah-cantik-cluster-cassia-di-jgc-oleh-lastri-19672513
Rumah Dijual cepat Cluster Thanes Jakarta Garden City Cakung,2350000000,4,3,17.279.412,Rumah Dijual,90,136,Tak Berperabot,,2,,2022-06-26,-6.172701,106.953743,"https://maps.google.com/maps?ll=-6.172701,106.953743&z=16&t=m&hl=en-US&gl=US&mapclient=apiv3",,https://www.rumah.com/listing-properti/dijual-rumah-dijual-cepat-cluster-thanes-jakarta-garden-city-cakung-oleh-lastry-16596766
Rumah Dijual di Cluster Palm Spring Jakarta Garden City,4600000000,5,4,19.166.667,Rumah Dijual,235,240,Sebagian,,3,,2022-06-26,-6.178626,106.953344,"https://maps.google.com/maps?ll=-6.178626,106.953344&z=16&t=m&hl=en-US&gl=US&mapclient=apiv3",,https://www.rumah.com/listing-properti/dijual-rumah-dijual-di-cluster-palm-spring-jakarta-garden-city-oleh-lastri-19670135
Jakarta Garden City,1650000000,3,2,18.333.333,Rumah Dijual,63,90,Tak Berperabot,,2,,2022-06-26,,,,,https://www.rumah.com/listing-properti/dijual-jakarta-garden-city-oleh-lastry-17110848
Rumah dijual cepat semi furnish jakarta garden city,2300000000,4,4,18.548.387,Rumah Dijual,135,124,Lengkap,,2,,2022-06-26,-6.177213,106.956994,"https://maps.google.com/maps?ll=-6.177213,106.956994&z=16&t=m&hl=en-US&gl=US&mapclient=apiv3",,https://www.rumah.com/listing-properti/dijual-rumah-dijual-cepat-semi-furnish-jakarta-garden-city-oleh-lastry-16469694
Rumah Dijual Cepat cluster D Banyan Jakarta Garden City,6000000000,4,4,20.408.163,Rumah Dijual,300,294,Tak Berperabot,,4,,2022-06-19,-6.178626,106.953344,"https://maps.google.com/maps?ll=-6.178626,106.953344&z=16&t=m&hl=en-US&gl=US&mapclient=apiv3",,https://www.rumah.com/listing-properti/dijual-rumah-dijual-cepat-cluster-d-banyan-jakarta-garden-city-oleh-lastry-17110084
"Dijual Cepat Rumah Cluster Shinano , Jakarta Garden City",2550000000,3,3,21.250.000,Rumah Dijual,92,120,Tak Berperabot,,1,,2022-06-12,-6.158812,106.969063,"https://maps.google.com/maps?ll=-6.158812,106.969063&z=16&t=m&hl=en-US&gl=US&mapclient=apiv3",,https://www.rumah.com/listing-properti/dijual-dijual-cepat-rumah-cluster-shinano-jakarta-garden-city-oleh-lastri-19976894
Rumah Dijual cepat cluster misisipi Jakarta Garden City,1650000000,4,3,18.333.333,Rumah Dijual,75,90,Tak Berperabot,,2,,2022-06-12,-6.178626,106.953344,"https://maps.google.com/maps?ll=-6.178626,106.953344&z=16&t=m&hl=en-US&gl=US&mapclient=apiv3",,https://www.rumah.com/listing-properti/dijual-rumah-dijual-cepat-cluster-misisipi-jakarta-garden-city-oleh-lastri-19669301
Laseine lebar 7 depan taman harga khusus di Jakarta Garden City/JGC,2190000000,4,3,20.857.143,Rumah Dijual,84,105,Sebagian,,2,,2022-06-12,-6.177334,106.953569,"https://maps.google.com/maps?ll=-6.177334,106.953569&z=16&t=m&hl=en-US&gl=US&mapclient=apiv3",,https://www.rumah.com/listing-properti/dijual-laseine-lebar-7-depan-taman-harga-khusus-di-jakarta-garden-city-jgc-oleh-lusia-ester-16456432
Missisipi semi furnish di Jakarta Garden City/JGC,1650000000,4,3,18.333.333,Rumah Dijual,75,90,Sebagian,,2,,2022-06-12,-2.015239,109.332578,"https://maps.google.com/maps?ll=-2.015239,109.332578&z=16&t=m&hl=en-US&gl=US&mapclient=apiv3",,https://www.rumah.com/listing-properti/dijual-missisipi-semi-furnish-di-jakarta-garden-city-jgc-oleh-lusia-ester-17523631
Jual cepat Shinano lebar 10 depan taman di Jakarta Garden City/JGC,2950000000,5,4,19.666.667,Rumah Dijual,121,150,Tak Berperabot,,2,,2022-07-09,-6.178626,106.953344,"https://maps.google.com/maps?ll=-6.178626,106.953344&z=16&t=m&hl=en-US&gl=US&mapclient=apiv3",,https://www.rumah.com/listing-properti/dijual-jual-cepat-shinano-lebar-10-depan-taman-di-jakarta-garden-city-jgc-oleh-lusia-ester-18533734
Dijual cepat Rumah bagus renov furnish di Cassia Jakarta Garden City/JGC,2900000000,5,4,18.589.744,Rumah Dijual,200,156,Sebagian,,2,,2022-07-09,,,,,https://www.rumah.com/listing-properti/dijual-dijual-cepat-rumah-bagus-renov-furnish-di-cassia-jakarta-garden-city-jgc-oleh-lusia-ester-19339987
Dijual cepat rumah lebar 8 lokasi bagus di Thames Jakarta Garden City/JGC,2175000000,4,4,18.125.000,Rumah Dijual,90,120,Tak Berperabot,,2,,2022-07-09,-6.178626,106.953344,"https://maps.google.com/maps?ll=-6.178626,106.953344&z=16&t=m&hl=en-US&gl=US&mapclient=apiv3",,https://www.rumah.com/listing-properti/dijual-dijual-cepat-rumah-lebar-8-lokasi-bagus-di-thames-jakarta-garden-city-jgc-oleh-lusia-ester-15591482
Rumah bagus di Cluster Zebrina SHM Full Renov di Jakarta Garden City/JGC,3000000000,4,4,20.270.270,Rumah Dijual,156,148,Sebagian,,2,,2022-07-09,-6.178626,106.953344,"https://maps.google.com/maps?ll=-6.178626,106.953344&z=16&t=m&hl=en-US&gl=US&mapclient=apiv3",,https://www.rumah.com/listing-properti/dijual-rumah-bagus-di-cluster-zebrina-shm-full-renov-di-jakarta-garden-city-jgc-oleh-lusia-ester-19853366
Rumah lebar 8 fullrenov furnish lokasi bagus di Missisipi Jakarta Garden City/JGC,2700000000,4,4,24.107.143,Rumah Dijual,170,112,Sebagian,,2,,2022-07-09,,,,,https://www.rumah.com/listing-properti/dijual-rumah-lebar-8-fullrenov-furnish-lokasi-bagus-di-missisipi-jakarta-garden-city-jgc-oleh-lusia-ester-19377345
Rumah bagus full furnish renov dan luas di Cassia Jakarta Garden City/JGC,3500000000,5,4,23.648.649,Rumah Dijual,156,148,Lengkap,,2,,2022-07-09,,,,,https://www.rumah.com/listing-properti/dijual-rumah-bagus-full-furnish-renov-dan-luas-di-cassia-jakarta-garden-city-jgc-oleh-lusia-ester-16585205
Rumah Murah Lt 8x17 Jakarta Garden City Cluster Thames,2400000000,4,4,17.647.059,Rumah Dijual,96,136,Tak Berperabot,,2,,2022-07-09,,,,,https://www.rumah.com/listing-properti/dijual-rumah-murah-lt-8x17-jakarta-garden-city-cluster-thames-oleh-lusia-ester-19546843
Rumah bagus dan luas di Lantana JGC,3500000000,5,4,17.500.000,Rumah Dijual,230,200,Tak Berperabot,,1,,2022-07-05,-6.178626,106.953344,"https://maps.google.com/maps?ll=-6.178626,106.953344&z=16&t=m&hl=en-US&gl=US&mapclient=apiv3",,https://www.rumah.com/listing-properti/dijual-rumah-bagus-dan-luas-di-lantana-jgc-oleh-lusia-ester-16458103
Thames lebar 8 di Jakarta Garden City/JGC,2150000000,4,4,17.916.667,Rumah Dijual,90,120,Tak Berperabot,,2,,2022-07-05,,,,,https://www.rumah.com/listing-properti/dijual-thames-lebar-8-di-jakarta-garden-city-jgc-oleh-lusia-ester-18182462
Dijual Rumah lebar 9 harga bagus di Cluster Cassia Jakarta Garden City/JGC,2700000000,4,4,18.243.243,Rumah Dijual,156,148,Sebagian,,1,,2022-07-05,,,,,https://www.rumah.com/listing-properti/dijual-dijual-rumah-lebar-9-harga-bagus-di-cluster-cassia-jakarta-garden-city-jgc-oleh-lusia-ester-19097179
Laseine baru lebar 6 lokasi bagus di Jakarta Garden City/JGC,1500000000,3,3,16.666.667,Rumah Dijual,63,90,Tak Berperabot,,2,,2022-07-07,,,,,https://www.rumah.com/listing-properti/dijual-laseine-baru-lebar-6-lokasi-bagus-di-jakarta-garden-city-jgc-oleh-lusia-ester-19316182
Jual cepat Shinano siap huni di Jakarta Garden City Jakarta Timur,2400000000,4,2,23.529.412,Rumah Dijual,69,102,Tak Berperabot,,2,,2022-07-05,,,,,https://www.rumah.com/listing-properti/dijual-jual-cepat-shinano-siap-huni-di-jakarta-garden-city-jakarta-timur-oleh-lusia-ester-15766720
Dijual rumah lebar 6 di Shinano Jakarta Garden City/JGC,1750000000,4,2,19.444.444,Rumah Dijual,63,90,Tak Berperabot,,2,,2022-06-26,,,,,https://www.rumah.com/listing-properti/dijual-dijual-rumah-lebar-6-di-shinano-jakarta-garden-city-jgc-oleh-lusia-ester-16818532
Rumah Mewah Jual Murah Lebar 12 Palm Spring Jakarta Garden City,4600000000,4,3,19.166.667,Rumah Dijual,235,240,Sebagian,,2,,2022-06-26,,,,,https://www.rumah.com/listing-properti/dijual-rumah-mewah-jual-murah-lebar-12-palm-spring-jakarta-garden-city-oleh-lusia-ester-18374744
"Rumah Dijual Super Murah , Cluster Palm Spring Di JGC",5500000000,5,3,22.916.667,Rumah Dijual,270,240,Lengkap,,2,,2022-06-26,-6.180687,106.954063,"https://maps.google.com/maps?ll=-6.180687,106.954063&z=16&t=m&hl=en-US&gl=US&mapclient=apiv3",,https://www.rumah.com/listing-properti/dijual-rumah-dijual-super-murah-cluster-palm-spring-di-jgc-oleh-lastry-19702290
Rumah Murah Jakarta Garden City Alamanda Lebar 7,1985000000,4,3,18.551.402,Rumah Dijual,94,107,Sebagian,,2,,2022-06-19,,,,,https://www.rumah.com/listing-properti/dijual-rumah-murah-jakarta-garden-city-alamanda-lebar-7-oleh-lusia-ester-18810423
Rumah bagus furnish di alamanda jakarta garden city/jgc,3750000000,5,5,17.857.143,Rumah Dijual,180,210,Sebagian,,2,,2022-06-19,-6.177213,106.956994,"https://maps.google.com/maps?ll=-6.177213,106.956994&z=16&t=m&hl=en-US&gl=US&mapclient=apiv3",,https://www.rumah.com/listing-properti/dijual-rumah-bagus-furnish-di-alamanda-jakarta-garden-city-jgc-oleh-lusia-ester-16585154
Dijual cepat rumah Lantana lebar 12 di Jakarta Garden City/JGC,3350000000,5,4,16.919.192,Rumah Dijual,210,198,Tak Berperabot,,1,,2022-06-19,-6.178626,106.953344,"https://maps.google.com/maps?ll=-6.178626,106.953344&z=16&t=m&hl=en-US&gl=US&mapclient=apiv3",,https://www.rumah.com/listing-properti/dijual-dijual-cepat-rumah-lantana-lebar-12-di-jakarta-garden-city-jgc-oleh-lusia-ester-15569108
Rumah baru lebar 7 lokasi bagus di Laseine Jakarta Garden City/JGC,2300000000,4,3,19.327.731,Rumah Dijual,84,119,Tak Berperabot,,2,,2022-06-12,,,,,https://www.rumah.com/listing-properti/dijual-rumah-baru-lebar-7-lokasi-bagus-di-laseine-jakarta-garden-city-jgc-oleh-lusia-ester-18834490
Rumah Dijual 2 tingkat,1600000000,3,2,16.161.616,Rumah Dijual,140,99,Sebagian,,2,,2022-06-19,-6.155562,106.923188,"https://maps.google.com/maps?ll=-6.155562,106.923188&z=16&t=m&hl=en-US&gl=US&mapclient=apiv3",,https://www.rumah.com/listing-properti/dijual-rumah-dijual-2-tingkat-oleh-allan-gunawan-20210114
Dijual Rumah Murah Siap Huni Harapan Mulya Harapan Indah Bekasi,900000000,4,3,8.333.333,Rumah Dijual,100,108,,,,,2022-07-03,,,,,https://www.rumah.com/listing-properti/dijual-dijual-rumah-murah-siap-huni-harapan-mulya-harapan-indah-bekasi-oleh-evi-herlina-19702939
Rumah 3jtan Tera Damai Cluster Curtina By Harapan Indah,444000000,2,1,7.400.000,Rumah Dijual,32,60,Tak Berperabot,,1,,2022-07-08,-6.171562,107.049563,"https://maps.google.com/maps?ll=-6.171562,107.049563&z=16&t=m&hl=en-US&gl=US&mapclient=apiv3",,https://www.rumah.com/listing-properti/dijual-rumah-3jtan-tera-damai-cluster-curtina-by-harapan-indah-oleh-michael-18670720
TAMAN MODERN JAKARTA TIMUR,4000000000,5,4,13.333.333,Rumah Dijual,219,300,Tak Berperabot,,3,,2022-06-19,-6.191713,106.954748,"https://maps.google.com/maps?ll=-6.191713,106.954748&z=16&t=m&hl=en-US&gl=US&mapclient=apiv3",,https://www.rumah.com/listing-properti/dijual-taman-modern-jakarta-timur-oleh-hartono-17029992
Puri Harmoni Kertamukti,168000000,2,1,2.800.000,Rumah Dijual,27,60,Tak Berperabot,,1,,2022-07-03,-6.039701,106.868347,"https://maps.google.com/maps?ll=-6.039701,106.868347&z=16&t=m&hl=en-US&gl=US&mapclient=apiv3",,https://www.rumah.com/listing-properti/dijual-puri-harmoni-kertamukti-oleh-manto-ezra-18079629
Rumah Subsidi Ready Stok,168000000,2,1,2.800.000,Rumah Dijual,30,60,,,1,,2022-06-26,0.7893,113.9213,"https://maps.google.com/maps?ll=0.7893,113.9213&z=16&t=m&hl=en-US&gl=US&mapclient=apiv3",,https://www.rumah.com/listing-properti/dijual-rumah-subsidi-ready-stok-oleh-ahmad-nugraha-madthea-19921700
Rumah Minimalis Murah di Segara City Tarumajaya Bekasi,725000000,2,2,8.055.556,Rumah Dijual,54,90,,,,,2022-07-05,-6.211765,107.003851,"https://maps.google.com/maps?ll=-6.211765,107.003851&z=16&t=m&hl=en-US&gl=US&mapclient=apiv3",,https://www.rumah.com/listing-properti/dijual-rumah-minimalis-murah-di-segara-city-tarumajaya-bekasi-oleh-rosidah-20297343
"Kebalen, babelan",489000000,2,1,7.409.091,Rumah Dijual,30,66,Tak Berperabot,,1,,2022-07-05,-6.177187,107.042063,"https://maps.google.com/maps?ll=-6.177187,107.042063&z=16&t=m&hl=en-US&gl=US&mapclient=apiv3",,https://www.rumah.com/listing-properti/dijual-kebalen-babelan-oleh-nova-tiara-20295612
Mutiara Indah,,3,3,,Rumah Dijual,60,60,Tak Berperabot,,2,,2022-07-04,-6.1561,106.962851,"https://maps.google.com/maps?ll=-6.1561,106.962851&z=16&t=m&hl=en-US&gl=US&mapclient=apiv3",,https://www.rumah.com/listing-properti/dijual-mutiara-indah-oleh-marlin-wardana-20291984
Imperial Gading,2700000000,4,3,22.131.148,Rumah Dijual,230,122,Sebagian,,2,2017-01-01,2022-07-05,-6.159326,106.923208,"https://maps.google.com/maps?ll=-6.159326,106.923208&z=16&t=m&hl=en-US&gl=US&mapclient=apiv3",PT Bumi Kharisma Sejahtera,https://www.rumah.com/listing-properti/dijual-imperial-gading-oleh-upik-suparti-20296619
Dijual rumah full renov siap huni di Alamanda Jakarta Garden City/JGC,2700000000,4,4,13.500.000,Rumah Dijual,145,200,Lengkap,,1,,2022-07-09,-6.178626,106.953344,"https://maps.google.com/maps?ll=-6.178626,106.953344&z=16&t=m&hl=en-US&gl=US&mapclient=apiv3",,https://www.rumah.com/listing-properti/dijual-dijual-rumah-full-renov-siap-huni-di-alamanda-jakarta-garden-city-jgc-oleh-lusia-ester-17523546
